-,-,-
68.4,-61.9,945.9
45.4,-45.6,951.3
26.9,-30.4,943.7
21.5,-22.1,938.0
28.7,-18.3,929.0
37.4,-14.5,933.6
43.7,-7.9,935.7
53.0, 3.0,947.5
61.7,13.1,953.3
70.6,20.4,958.5
83.7,26.3,951.2
100.6,32.3,942.8
127.1,38.9,918.2
179.7,37.1,895.2
270.8,19.5,863.9
399.8,-12.6,849.9
548.1,-53.3,839.9
700.9,-96.3,842.0
835.3,-136.9,832.0
945.8,-165.6,826.2
1024.5,-183.9,808.9
1068.3,-183.2,802.3
1065.7,-155.4,801.0
1010.2,-98.5,812.3
910.9,-19.3,817.0
777.9,71.2,828.4
623.2,166.3,844.2
461.1,258.0,878.9
282.3,352.4,927.4
99.0,448.4,988.6
-81.6,540.4,1027.0
-265.8,631.8,1068.6
-447.4,724.6,1099.9
-604.9,817.4,1136.5
-721.0,906.9,1154.4
-800.3,992.4,1179.0
-855.8,1078.7,1202.5
-895.2,1161.0,1242.6
-928.5,1235.1,1280.3
-927.1,1280.7,1313.7
-865.8,1290.6,1323.8
-775.7,1270.6,1327.2
-682.0,1232.3,1321.9
-597.9,1183.9,1329.2
-520.7,1125.1,1317.2
-432.3,1056.8,1283.6
-316.0,979.4,1205.5
-159.9,890.5,1097.2
35.8,778.4,954.9
257.0,652.8,847.8
476.1,519.8,767.9
665.4,391.2,715.1
830.9,276.1,673.1
981.4,172.1,671.1
1136.3,64.4,691.4
1317.9,-69.5,740.6
1502.8,-222.1,792.3
1541.3,-315.8,886.2
1454.9,-384.3,966.0
-,-,-
168.1,55.3,974.9
186.5,57.4,962.6
180.1,63.8,939.2
172.9,68.1,916.7
176.8,73.1,899.4
200.9,77.5,893.0
228.0,76.9,887.7
272.3,69.7,893.2
323.0,57.3,896.0
389.9,37.8,900.9
455.3,13.8,901.6
519.7,-7.8,906.9
557.1,-24.7,902.3
576.8,-41.1,894.0
581.3,-52.5,879.3
577.0,-56.9,864.1
548.1,-53.5,840.1
505.1,-39.8,824.2
434.6,-12.6,811.7
356.3,24.4,816.5
268.2,69.3,828.7
193.8,122.0,853.4
108.1,181.0,873.7
26.6,239.3,898.6
-54.9,302.7,923.4
-143.4,384.0,959.7
-268.5,485.9,994.3
-388.5,595.8,1031.1
-515.1,716.8,1062.5
-631.6,838.2,1090.4
-744.1,959.0,1104.7
-823.8,1070.9,1119.5
-891.6,1174.2,1122.2
-939.6,1259.5,1118.3
-953.8,1315.2,1095.9
-923.6,1346.3,1071.6
-875.1,1358.6,1028.2
-786.0,1347.4,982.1
-664.4,1317.4,935.3
-509.3,1269.6,907.1
-352.9,1202.2,883.9
-194.6,1116.1,873.7
-37.2,1015.3,858.9
146.6,898.4,853.8
341.0,772.7,849.6
553.4,641.2,865.0
770.0,501.3,889.0
996.2,359.1,947.1
-,-,-
365.3,96.0,1076.4
370.6,74.6,1066.3
366.2,60.3,1055.3
350.4,49.2,1041.1
340.4,38.0,1026.1
329.0,19.4,1007.8
328.0,-10.0,987.4
326.7,-43.3,966.3
335.4,-76.0,946.9
338.2,-102.6,931.5
337.4,-122.6,916.3
318.7,-137.8,900.6
298.3,-147.8,882.9
275.0,-155.3,863.5
266.0,-159.8,842.5
257.9,-159.4,820.6
253.1,-155.5,799.6
238.3,-148.2,775.8
227.9,-137.8,748.3
207.0,-120.4,722.8
173.3,-89.8,706.8
106.4,-41.6,701.9
27.4,26.4,714.1
-57.7,105.7,739.8
-127.4,191.9,779.1
-192.8,288.6,824.7
-259.5,395.6,881.6
-344.5,512.6,943.4
-427.2,628.7,1008.0
-504.1,747.3,1067.6
-564.8,863.3,1121.6
-622.2,975.8,1159.1
-684.1,1087.6,1184.1
-757.1,1189.8,1195.3
-813.4,1274.4,1201.5
-844.2,1335.3,1196.3
-837.3,1368.6,1180.0
-804.3,1376.4,1151.3
-736.2,1358.4,1109.0
-654.7,1317.5,1055.2
-557.2,1261.9,1001.5
-443.5,1193.4,948.2
-295.0,1105.3,902.2
-135.2,1005.0,862.5
33.9,895.7,838.3
220.6,768.7,830.6
426.7,626.6,838.3
639.7,472.4,847.9
850.3,320.5,861.9
1037.6,170.3,878.3
1190.4,35.7,900.6
1311.0,-83.5,936.0
1438.3,-207.0,979.2
-,-,-
200.1,148.0,1018.3
179.3,148.4,1010.0
183.9,144.7,1020.1
174.6,135.4,1021.1
184.8,127.6,1037.3
178.3,122.4,1037.7
190.1,118.0,1040.3
184.8,112.9,1020.8
202.2,108.6,1012.5
209.2,104.5,993.5
246.0,97.4,990.6
275.7,84.2,976.6
335.0,59.9,971.6
386.8,26.3,949.2
457.6,-12.9,932.5
500.3,-51.0,897.6
549.1,-82.3,868.7
562.1,-109.0,827.3
574.4,-127.7,804.0
559.7,-144.1,784.6
569.1,-157.3,793.6
561.1,-161.7,798.4
564.5,-151.9,811.4
532.4,-119.3,813.0
488.1,-62.1,829.6
387.3,21.0,838.0
278.1,121.6,854.1
129.0,239.3,843.1
-39.8,380.6,830.8
-245.8,538.2,806.7
-430.7,705.0,812.5
-613.2,869.7,827.7
-749.3,1026.9,874.4
-870.0,1169.8,919.6
-942.2,1290.5,976.1
-1000.0,1388.6,1019.2
-999.6,1456.4,1075.8
-974.5,1493.7,1106.6
-919.5,1510.6,1140.1
-855.4,1492.2,1132.5
-756.9,1447.1,1128.2
-666.0,1374.5,1094.0
-547.3,1283.9,1067.8
-439.4,1184.9,1021.3
-319.0,1086.4,988.5
-211.4,982.9,937.6
-90.5,877.5,907.2
 3.6,774.8,863.6
112.8,671.1,836.2
230.7,559.2,792.5
396.4,435.3,775.7
558.6,309.1,756.3
746.6,177.0,769.1
911.0,51.9,788.6
1079.1,-65.4,843.1
1220.7,-178.3,898.7
1359.5,-284.8,980.5
1419.6,-365.3,1049.1
1412.3,-398.5,1120.0
1318.1,-395.5,1161.4
1192.4,-360.3,1202.2
1017.9,-294.6,1210.5
-,-,-
138.0,128.5,1003.5
135.1,119.0,994.1
123.6,106.7,976.2
143.2,90.0,978.6
157.3,71.5,974.4
188.9,55.4,990.4
202.7,41.9,996.4
232.5,31.0,1017.6
249.9,18.1,1022.3
291.5,-0.5,1036.9
322.7,-24.4,1030.4
369.4,-53.2,1022.9
401.1,-83.5,992.2
450.9,-113.8,970.5
480.1,-142.8,936.5
516.1,-168.3,912.9
522.0,-186.9,875.0
520.8,-195.2,850.9
477.3,-191.6,814.1
435.7,-175.7,793.8
365.6,-145.8,765.2
305.1,-104.9,758.6
217.6,-54.2,750.3
139.0, 1.3,771.0
32.9,61.1,790.7
-55.2,118.4,831.3
-146.6,173.8,862.8
-204.1,224.1,905.7
-264.2,270.5,936.5
-300.7,320.3,981.4
-357.1,377.2,1009.6
-390.6,438.9,1048.0
-430.0,506.3,1071.3
-439.5,581.5,1109.9
-458.3,659.1,1128.3
-471.7,743.8,1155.6
-523.2,835.1,1159.6
-581.7,920.8,1168.5
-653.6,985.0,1146.1
-692.7,1030.8,1124.2
-722.8,1057.7,1070.7
-712.5,1063.0,1023.8
-693.6,1052.8,964.8
-637.0,1027.5,941.8
-574.6,990.8,926.3
-480.4,946.5,942.5
-387.7,902.8,952.5
-272.6,856.7,984.4
-171.5,808.0,997.6
-51.5,755.9,1022.4
55.4,695.4,1012.3
189.5,616.2,989.2
340.6,511.2,937.2
526.8,389.5,907.9
683.4,265.8,883.5
817.8,162.3,893.3
921.5,69.5,905.0
1048.8,-22.2,956.3
1170.5,-126.7,1011.1
1299.2,-234.8,1098.9
1355.2,-316.2,1189.7
1347.4,-370.3,1286.4
1284.1,-394.3,1337.6
-,-,-
60.3,207.7,1050.9
80.9,179.1,1033.9
89.0,154.1,1018.5
91.4,134.1,998.5
87.6,117.8,984.4
86.5,106.5,974.7
89.4,100.0,971.9
99.8,95.2,968.6
122.4,88.4,972.0
160.2,77.2,974.1
210.1,63.1,980.1
266.6,45.1,980.6
327.2,20.0,978.4
391.5,-10.5,965.5
451.4,-45.3,951.0
508.3,-81.2,932.1
554.2,-114.7,914.7
587.0,-146.0,887.7
605.5,-168.6,857.5
607.4,-180.4,821.0
586.7,-177.5,787.3
543.0,-159.7,759.4
476.0,-128.7,746.9
392.1,-86.9,741.7
293.3,-36.5,745.6
185.3,21.1,749.9
77.1,84.2,758.1
-27.8,145.6,768.4
-130.3,209.9,794.8
-231.5,279.5,841.5
-322.5,356.6,909.3
-395.6,436.7,983.4
-456.5,522.1,1059.3
-505.4,609.7,1134.5
-541.8,695.6,1217.6
-582.7,779.6,1296.2
-633.1,866.2,1365.0
-682.8,948.6,1400.7
-719.9,1017.5,1395.3
-744.4,1071.1,1349.3
-751.9,1106.3,1290.6
-734.8,1120.6,1228.8
-698.4,1118.6,1171.0
-653.1,1104.6,1106.8
-593.8,1077.3,1049.4
-510.3,1036.0,989.4
-408.8,978.4,945.3
-299.8,908.4,916.0
-185.5,830.2,902.2
-71.6,742.4,884.2
39.8,650.0,853.5
165.9,538.9,807.3
314.0,420.2,769.8
478.2,298.1,746.0
650.0,179.5,762.6
825.6,68.5,815.6
1004.9,-39.4,906.4
1176.6,-147.4,1005.7
1334.2,-260.2,1099.5
1447.3,-364.3,1169.9
1480.4,-426.7,1231.6
1438.7,-452.5,1271.6
1331.2,-446.5,1291.8
-,-,-
78.6,220.7,1103.5
116.4,192.2,1100.2
157.3,157.9,1093.5
212.1,122.7,1090.2
254.4,86.4,1083.0
299.2,52.8,1083.6
324.4,27.0,1087.7
343.7,13.1,1098.3
348.0, 5.6,1101.7
362.0,-0.8,1099.0
378.1,-8.2,1081.8
409.8,-18.7,1062.0
434.7,-34.4,1035.4
465.8,-52.3,1008.6
482.3,-69.0,971.3
497.1,-85.5,928.0
496.9,-102.7,877.1
491.9,-118.4,828.9
464.5,-132.2,784.1
436.3,-143.0,752.6
393.1,-146.3,728.6
348.1,-139.8,711.7
289.5,-126.2,698.4
236.8,-104.8,699.5
170.5,-77.6,710.8
105.5,-40.3,740.6
32.8, 5.7,775.7
-38.8,56.4,821.3
-115.4,111.1,863.5
-183.3,170.3,912.8
-252.3,233.0,958.8
-313.4,302.5,1014.8
-372.2,376.9,1064.0
-417.0,452.8,1115.0
-453.0,523.4,1153.2
-472.4,595.4,1194.9
-494.2,668.5,1225.5
-515.9,738.8,1257.9
-539.1,803.7,1275.5
-558.4,861.9,1291.9
-583.0,910.6,1294.3
-602.0,952.3,1297.1
-619.4,981.8,1286.5
-623.1,995.1,1273.2
-616.5,990.4,1240.6
-588.1,970.8,1195.9
-555.5,939.3,1133.0
-510.8,899.5,1070.3
-450.4,852.4,1012.0
-370.7,802.7,982.8
-286.5,747.6,969.8
-175.9,682.8,966.9
-45.7,595.6,957.4
117.2,480.9,943.4
307.0,332.2,918.0
517.0,169.6,894.1
701.4,11.1,866.9
841.2,-126.3,843.0
925.1,-223.5,844.1
970.6,-286.4,884.3
980.5,-332.7,942.6
1007.2,-375.6,1003.7
1031.8,-409.4,1046.7
1044.8,-424.7,1067.4
961.9,-395.0,1096.3
847.3,-351.6,1131.0
759.5,-304.7,1154.8
724.7,-281.3,1132.5
699.5,-272.3,1086.1
652.7,-249.9,1057.7
-,-,-
120.2,189.0,1100.0
121.7,169.8,1105.3
105.2,153.3,1092.8
114.7,135.1,1095.9
108.6,114.0,1076.8
128.3,85.5,1061.7
133.0,49.5,1020.1
153.5,12.4,990.4
148.4,-19.1,949.9
160.5,-42.4,937.4
154.4,-58.1,919.4
167.4,-67.2,921.2
157.9,-69.3,907.8
171.4,-67.4,912.5
171.1,-60.6,905.5
188.5,-50.7,915.4
182.9,-41.3,908.1
200.7,-36.5,910.7
199.8,-38.9,894.8
222.8,-45.7,894.5
229.3,-56.3,882.2
257.1,-65.5,889.0
256.8,-69.8,882.2
275.3,-72.2,889.7
278.1,-74.6,887.2
303.0,-74.6,902.2
300.6,-71.7,899.7
307.2,-63.4,905.3
278.1,-51.2,889.1
257.9,-36.3,881.0
210.4,-17.5,860.8
174.0,12.8,862.3
94.2,52.0,849.3
21.0,101.6,849.2
-80.0,155.6,837.9
-155.0,208.4,853.7
-236.0,258.9,867.2
-282.9,311.5,911.3
-337.2,370.5,948.5
-367.2,437.4,1007.2
-423.8,520.9,1058.2
-481.2,624.7,1134.0
-577.0,741.3,1187.0
-668.9,866.6,1238.6
-779.4,990.2,1240.8
-856.9,1102.7,1239.8
-934.7,1202.6,1209.6
-975.8,1284.9,1188.5
-1003.8,1339.4,1147.4
-968.9,1359.1,1123.3
-897.9,1340.8,1077.2
-764.9,1295.3,1052.9
-608.3,1231.6,1010.2
-414.5,1153.6,978.2
-221.5,1061.0,915.0
 1.6,951.3,866.2
224.6,824.2,810.5
474.3,685.5,791.7
712.8,536.6,770.4
979.0,370.7,786.5
1218.5,189.2,803.9
1447.3, 6.8,861.1
1598.7,-155.3,912.9
1698.7,-285.0,988.8
1695.7,-366.9,1040.7
1630.2,-405.0,1089.4
-,-,-
226.4,61.8,1007.0
212.2,49.0,1001.9
199.2,38.3,996.1
175.9,25.0,981.8
171.7,11.5,967.9
164.0,-3.2,949.6
171.2,-13.6,940.4
173.2,-17.5,933.3
186.3,-19.2,934.4
205.4,-21.9,927.6
237.2,-24.6,933.7
273.9,-28.8,925.5
312.1,-36.1,931.9
352.2,-45.2,922.1
391.5,-56.7,919.5
435.8,-73.6,896.0
487.2,-92.3,880.2
538.9,-113.4,845.1
583.4,-134.2,823.1
614.6,-151.9,786.8
626.8,-158.5,765.7
619.8,-149.9,728.5
594.3,-127.4,708.9
550.3,-84.0,687.6
478.1,-19.0,698.1
370.9,70.7,715.6
238.1,180.3,763.7
88.6,303.9,806.1
-69.1,437.8,863.2
-232.8,577.8,901.8
-393.5,713.7,954.7
-552.3,849.5,992.1
-707.7,976.1,1039.4
-845.7,1085.1,1064.5
-949.7,1171.8,1093.0
-1027.6,1242.4,1096.8
-1073.1,1292.9,1113.0
-1080.2,1320.3,1113.8
-1054.6,1328.4,1127.2
-1006.0,1314.9,1117.5
-932.9,1285.1,1110.8
-842.7,1246.7,1077.0
-745.5,1204.3,1051.7
-627.3,1153.6,1009.8
-483.3,1096.1,988.4
-323.9,1029.0,951.4
-151.5,950.5,931.2
33.0,861.7,902.3
231.0,760.3,889.7
431.4,649.3,862.8
638.3,528.9,856.0
845.3,409.8,845.3
1032.3,297.2,853.6
1200.7,185.3,855.6
1358.6,72.7,897.8
1511.1,-44.4,938.6
1640.3,-159.9,1012.2
1747.8,-274.4,1067.9
1811.5,-373.1,1136.9
1828.7,-447.1,1168.4
1776.5,-494.9,1204.6
1645.6,-495.1,1209.5
1432.4,-448.3,1213.5
1163.5,-365.0,1184.7
885.3,-268.9,1148.8
-,-,-
55.7,191.6,1038.1
55.5,176.8,1010.7
59.1,165.1,997.7
58.7,155.8,981.7
64.3,149.0,978.4
69.1,142.1,970.5
90.9,133.9,975.4
121.5,122.1,973.5
170.1,101.9,975.1
227.2,75.7,965.4
297.0,44.9,958.8
360.4,13.9,942.2
425.5,-19.2,929.6
479.2,-50.0,907.9
524.9,-78.1,889.2
545.7,-98.5,859.3
556.9,-112.7,832.0
548.0,-119.5,797.9
538.6,-120.8,773.7
521.9,-114.2,747.5
503.7,-99.2,733.5
468.2,-73.3,719.1
420.9,-35.7,718.1
359.5, 7.1,715.1
302.8,53.8,726.7
241.4,108.1,738.5
180.8,172.5,763.2
103.0,246.2,788.1
17.6,328.7,831.1
-79.2,413.3,873.4
-164.2,497.0,922.9
-243.7,581.3,959.8
-323.8,674.5,998.2
-419.6,780.0,1030.6
-527.7,900.4,1079.9
-658.6,1032.0,1128.2
-793.8,1169.0,1180.7
-912.7,1296.7,1215.0
-982.7,1402.7,1244.1
-1016.7,1485.8,1257.5
-1005.4,1542.4,1265.7
-964.5,1568.7,1251.9
-882.7,1564.0,1228.3
-767.4,1523.4,1180.9
-603.9,1451.1,1131.5
-409.1,1359.4,1075.2
-193.3,1257.9,1021.7
20.9,1144.5,955.2
260.0,1014.7,897.4
506.4,867.6,841.6
779.4,692.5,797.7
1063.5,488.3,759.7
1357.8,268.1,737.9
1594.0,56.9,722.8
1767.2,-128.4,726.0
1855.9,-273.1,759.3
1872.0,-373.6,814.4
1824.4,-443.2,870.8
1733.3,-484.3,930.3
1585.6,-477.3,991.9
-,-,-
80.8,50.8,1003.3
79.6,39.1,1001.9
70.4,27.4,987.2
80.0,13.9,986.2
86.5, 2.3,977.6
106.4,-7.3,982.6
119.1,-14.3,975.2
148.0,-19.2,984.2
167.8,-21.4,983.7
197.9,-23.0,996.1
215.5,-24.1,989.1
246.1,-27.4,990.1
268.6,-32.0,972.3
306.2,-39.3,965.5
331.7,-47.5,948.0
366.3,-53.8,950.8
385.4,-58.6,943.1
414.4,-63.1,949.4
433.5,-69.0,944.9
461.2,-73.3,953.0
464.5,-72.9,947.1
461.7,-64.6,946.7
435.8,-51.6,927.0
418.7,-35.0,914.7
385.1,-15.1,888.9
355.5,11.6,876.1
299.0,47.4,853.4
244.0,92.6,849.3
166.2,143.8,836.3
96.0,198.3,839.7
 9.3,255.4,836.0
-70.8,319.1,844.4
-163.1,386.7,838.2
-237.1,458.5,845.1
-311.9,534.8,846.5
-367.4,617.8,868.9
-438.1,707.6,886.3
-504.4,808.5,924.5
-581.1,911.6,952.8
-630.7,1011.3,994.5
-680.7,1105.2,1020.0
-709.1,1192.2,1055.1
-734.1,1270.3,1067.9
-733.5,1330.3,1087.3
-724.2,1368.7,1080.7
-680.2,1382.9,1078.9
-627.9,1375.2,1053.5
-550.0,1348.9,1034.1
-464.7,1307.2,995.3
-348.3,1248.8,973.9
-223.8,1177.6,945.9
-67.8,1096.4,931.7
101.8,996.2,891.6
335.7,863.2,868.7
597.0,709.3,849.4
885.9,540.8,866.7
1152.2,363.4,892.3
1414.3,181.7,962.6
1627.1, 1.8,1036.2
1797.7,-169.5,1130.4
1894.2,-322.6,1208.9
1912.1,-434.6,1284.4
1826.8,-498.6,1310.9
-,-,-
96.0,271.7,1072.1
122.0,245.6,1064.3
172.7,215.5,1072.7
203.0,180.6,1061.0
256.2,143.9,1067.3
290.7,111.8,1058.1
342.6,85.7,1071.0
367.3,62.7,1066.4
410.9,39.5,1075.7
433.9,13.9,1059.2
476.4,-13.5,1049.9
491.5,-35.9,1015.8
516.5,-50.2,987.4
501.3,-59.9,931.4
499.8,-66.0,885.8
468.0,-67.7,823.1
452.5,-62.9,785.0
408.5,-47.7,745.6
370.9,-20.7,736.7
300.1,15.4,723.1
239.8,59.9,738.2
151.9,110.2,745.3
85.5,159.9,770.6
 0.3,206.0,776.6
-62.6,251.5,800.6
-143.6,292.3,813.5
-191.5,332.0,851.9
-242.1,368.3,880.9
-259.7,407.5,931.2
-299.3,455.6,970.5
-329.0,513.7,1042.9
-382.0,581.6,1106.6
-422.2,657.8,1188.1
-480.7,737.0,1231.4
-516.8,814.3,1274.1
-571.4,887.0,1277.7
-612.7,953.7,1287.8
-663.1,1005.3,1265.1
-674.5,1040.4,1244.3
-681.2,1058.2,1184.6
-659.6,1066.1,1142.9
-642.5,1065.8,1083.4
-604.2,1062.8,1050.0
-563.7,1055.0,993.0
-466.0,1030.7,957.3
-336.0,980.9,894.0
-151.8,896.8,842.8
35.8,783.4,765.9
249.6,653.3,700.9
464.6,520.8,603.6
702.0,393.1,574.5
935.0,273.2,577.0
1163.1,155.9,658.7
1367.5,26.8,723.3
1588.6,-116.5,816.2
1772.9,-251.7,868.4
1872.0,-352.3,971.5
1882.8,-407.0,1059.7
1824.9,-426.3,1163.9
1694.6,-427.6,1180.7
-,-,-
128.4,243.5,1063.6
137.4,213.5,1049.4
137.1,186.2,1026.6
141.2,162.4,1018.6
139.0,142.3,1008.9
146.5,126.4,1010.9
152.8,110.9,1000.9
171.8,94.7,1000.1
202.1,75.1,983.8
250.8,54.0,977.3
296.9,32.6,963.6
353.4,15.1,956.7
404.6, 1.1,940.9
470.5,-13.0,931.3
531.2,-29.4,913.9
598.8,-50.0,899.0
650.5,-71.1,869.7
687.3,-84.3,848.7
700.3,-84.8,811.7
683.9,-70.4,794.1
642.0,-48.0,766.7
581.5,-20.1,763.3
511.9,12.3,749.3
439.2,50.3,756.1
361.6,95.6,755.2
279.8,148.5,779.7
195.1,207.2,793.3
95.3,276.7,826.6
-11.0,352.2,845.5
-114.2,436.5,884.1
-226.9,537.0,911.1
-378.2,661.6,965.1
-558.7,801.2,1013.6
-734.1,940.8,1083.7
-884.9,1067.3,1128.6
-996.2,1172.4,1169.8
-1064.3,1253.0,1173.8
-1116.0,1318.5,1181.7
-1155.6,1371.6,1172.0
-1154.3,1400.3,1169.2
-1090.6,1400.1,1136.2
-972.2,1372.7,1106.4
-827.3,1323.2,1052.2
-674.3,1258.7,1015.2
-509.1,1179.9,964.1
-329.3,1085.9,926.0
-141.0,980.2,856.1
48.1,871.7,795.1
242.7,767.6,726.0
443.0,670.5,710.4
667.1,580.7,712.9
929.7,471.9,761.1
-,-,-
232.1,279.0,1086.3
310.9,227.8,1088.2
405.9,166.6,1094.9
483.1,102.9,1080.1
548.7,46.1,1082.0
585.8, 2.8,1074.7
622.4,-30.5,1083.7
642.6,-62.1,1074.6
667.4,-90.6,1073.4
679.9,-114.5,1048.2
703.1,-134.6,1026.9
710.5,-147.2,983.8
712.0,-153.5,948.2
686.3,-153.5,897.2
648.7,-143.3,864.4
583.5,-122.5,827.2
516.9,-88.5,814.8
433.8,-47.0,797.9
352.2, 0.7,801.1
258.5,52.1,793.6
179.3,104.5,803.4
99.6,158.9,801.4
33.0,219.2,814.9
-41.7,288.8,819.5
-118.8,367.5,845.1
-220.1,455.2,860.7
-325.2,553.3,895.7
-436.1,658.5,928.2
-537.3,769.5,986.2
-644.0,882.2,1034.7
-737.6,994.8,1102.6
-826.6,1099.4,1152.8
-888.0,1189.0,1200.2
-932.3,1262.9,1217.5
-936.0,1320.6,1235.5
-928.5,1359.2,1225.5
-883.0,1377.2,1216.7
-812.2,1368.1,1184.1
-705.3,1333.6,1158.0
-584.8,1276.0,1111.5
-435.8,1200.8,1078.6
-285.5,1108.8,1025.6
-109.3,996.1,970.9
71.3,861.1,887.0
278.8,703.0,820.4
483.4,539.2,774.3
704.4,375.1,785.3
909.0,209.9,821.4
1110.9,37.8,885.6
1286.3,-131.0,937.9
1434.0,-283.4,1003.6
1511.1,-408.4,1056.2
